,junction_id,junction_type,x,y,z,isRoundabout,trafficlight_count,avg_lane_speed,lane_speeds_std_deviation,avg_lane_length,lane_length_standard_deviation,edge_types,edge_prioities,number_of_lanes,intl_avg_lane_speed,intl_lane_speeds_std_deviation,intl_avg_lane_length,intl_lane_length_standard_deviation,intl_edge_types,intl_edge_prioities,intl_number_of_lanes,clusters_maxabs_3dimensions,clusters_robust_3dimensions,clusters_combined_3dimensions,clusters_combined_robust_3dimensions
10,-11144,traffic_light,6476.52,6363.58,,False,"[16, '-11144', [['--30892#11', '-32786#6', '-11144', 'r', 'o'], ['--30892#11', '--30892#10', '-11144', 's', 'o'], ['--30892#11', '--30892#10', '-11144', 's', 'o'], ['--30892#11', '--30892#10', '-11144', 's', 'o'], ['--30892#11', '--32786#5', '-11144', 'l', 'o'], ['--32786#6', '--30892#10', '-11144', 'r', 'o'], ['--32786#6', '--32786#5', '-11144', 's', 'o'], ['--32786#6', '-30892#11', '-11144', 'l', 'o'], ['-30892#10', '--32786#5', '-11144', 'r', 'o'], ['-30892#10', '-30892#11', '-11144', 's', 'o'], ['-30892#10', '-30892#11', '-11144', 's', 'o'], ['-30892#10', '-30892#11', '-11144', 's', 'o'], ['-30892#10', '-32786#6', '-11144', 'l', 'o'], ['-32786#5', '-30892#11', '-11144', 'r', 'o'], ['-32786#5', '-32786#6', '-11144', 's', 'o'], ['-32786#5', '--30892#10', '-11144', 'l', 'o']]]",13.89,0.0,128.2775,61.3134801145,"['highway.residential', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",7.75,8,13.89,0.0,11.77625,5.48649464025,,-1,16,0,18,7,0
11,-11222,traffic_light,6953.21,6784.79,,False,"[16, '-11222', [['--30528#7', '--32924#4', '-11222', 'r', 'o'], ['--30528#7', '--30528#6', '-11222', 's', 'o'], ['--30528#7', '--30528#6', '-11222', 's', 'o'], ['--30528#7', '--30528#6', '-11222', 's', 'o'], ['--30528#7', '-32924#5', '-11222', 'l', 'o'], ['--32924#5', '-30528#7', '-11222', 'r', 'o'], ['--32924#5', '--32924#4', '-11222', 's', 'o'], ['--32924#5', '--30528#6', '-11222', 'l', 'o'], ['-30528#6', '-32924#5', '-11222', 'r', 'o'], ['-30528#6', '-30528#7', '-11222', 's', 'o'], ['-30528#6', '-30528#7', '-11222', 's', 'o'], ['-30528#6', '-30528#7', '-11222', 's', 'o'], ['-30528#6', '--32924#4', '-11222', 'l', 'o'], ['-32924#4', '--30528#6', '-11222', 'r', 'o'], ['-32924#4', '-32924#5', '-11222', 's', 'o'], ['-32924#4', '-30528#7', '-11222', 'l', 'o']]]",13.89,0.0,113.035,76.8351086744,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,12,13.89,0.0,18.055,8.37826951106,,-1,16,5,25,7,0
12,-11328,traffic_light,2105.81,8373.04,,False,"[11, '-11328', [['--31338#0', '--31768#6', '-11328', 'r', 'o'], ['--31338#0', '-31768#7', '-11328', 'l', 'o'], ['--31338#0', '-31768#7', '-11328', 'l', 'o'], ['--31768#7', '-31338#0', '-11328', 'r', 'o'], ['--31768#7', '--31768#6', '-11328', 's', 'o'], ['--31768#7', '--31768#6', '-11328', 's', 'o'], ['--31768#7', '--31768#6', '-11328', 's', 'o'], ['-31768#6', '-31768#7', '-11328', 's', 'o'], ['-31768#6', '-31768#7', '-11328', 's', 'o'], ['-31768#6', '-31768#7', '-11328', 's', 'o'], ['-31768#6', '-31338#0', '-11328', 'l', 'o']]]",13.89,0.0,279.315714286,97.8707063801,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.28571428571,7,13.89,1.7763568394e-15,10.76,4.12877705865,,-1,11,0,36,0,0
13,-11514,traffic_light,1369.68,7234.21,,False,"[8, '-11514', [['--30358#10', '-31326#0', '-11514', 'r', 'o'], ['--30358#10', '--30358#9', '-11514', 's', 'o'], ['--30358#10', '--30358#9', '-11514', 's', 'o'], ['--31326#0', '--30358#9', '-11514', 'r', 'o'], ['--31326#0', '-30358#10', '-11514', 'l', 'o'], ['-30358#9', '-30358#10', '-11514', 's', 'o'], ['-30358#9', '-30358#10', '-11514', 's', 'o'], ['-30358#9', '-31326#0', '-11514', 'l', 'o']]]",16.114,1.112,91.444,42.6984906525,"['highway.residential', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",6.4,5,15.975,0.695,8.26625,2.21304054131,,-1,8,6,33,5,0
14,-11552,traffic_light,8843.5,8068.27,,False,"[18, '-11552', [['--32278#6', '-32974#1', '-11552', 'r', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32278#5', '-11552', 's', 'o'], ['--32278#6', '--32974#0', '-11552', 'l', 'o'], ['--32974#1', '--32278#5', '-11552', 'r', 'o'], ['--32974#1', '--32974#0', '-11552', 's', 'o'], ['--32974#1', '-32278#6', '-11552', 'l', 'o'], ['-32278#5', '--32974#0', '-11552', 'r', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32278#6', '-11552', 's', 'o'], ['-32278#5', '-32974#1', '-11552', 'l', 'o'], ['-32974#0', '-32278#6', '-11552', 'r', 'o'], ['-32974#0', '-32974#1', '-11552', 's', 'o'], ['-32974#0', '--32278#5', '-11552', 'l', 'o']]]",13.89,0.0,681.585,339.656264124,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary']",8.0,12,13.89,1.7763568394e-15,15.9672222222,6.99231546895,,-1,18,2,24,0,0
15,-11632,traffic_light,5920.22,6660.34,,False,"[16, '-11632', [['--32750#4', '--31240#2', '-11632', 'r', 'o'], ['--32750#4', '--32750#3', '-11632', 's', 'o'], ['--32750#4', '--32750#3', '-11632', 's', 'o'], ['--32750#4', '--32750#3', '-11632', 's', 'o'], ['--32750#4', '--32924#14', '-11632', 'l', 'o'], ['-31240#2', '--32750#3', '-11632', 'r', 'o'], ['-31240#2', '--32924#14', '-11632', 's', 'o'], ['-31240#2', '-32750#4', '-11632', 'l', 'o'], ['-32750#3', '--32924#14', '-11632', 'r', 'o'], ['-32750#3', '-32750#4', '-11632', 's', 'o'], ['-32750#3', '-32750#4', '-11632', 's', 'o'], ['-32750#3', '-32750#4', '-11632', 's', 'o'], ['-32750#3', '--31240#2', '-11632', 'l', 'o'], ['-32924#14', '-32750#4', '-11632', 'r', 'o'], ['-32924#14', '--31240#2', '-11632', 's', 'o'], ['-32924#14', '--32750#3', '-11632', 'l', 'o']]]",13.89,0.0,115.727,69.1576300996,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.residential']",8.5,10,13.89,0.0,25.566875,10.144544543,,-1,16,0,38,5,0
16,-11754,traffic_light,4590.25,6125.12,,False,"[14, '-11754', [['--31974', '-32664#2', '-11754', 'r', 'o'], ['--31974', '--32236', '-11754', 's', 'o'], ['--31974', '--32664#1', '-11754', 'l', 'o'], ['--32664#2', '--32236', '-11754', 'r', 'o'], ['--32664#2', '--32664#1', '-11754', 's', 'o'], ['--32664#2', '--32664#1', '-11754', 's', 'o'], ['--32664#2', '-31974', '-11754', 'l', 'o'], ['-32236', '--32664#1', '-11754', 'r', 'o'], ['-32236', '-31974', '-11754', 's', 'o'], ['-32236', '-32664#2', '-11754', 'l', 'o'], ['-32664#1', '-31974', '-11754', 'r', 'o'], ['-32664#1', '-32664#2', '-11754', 's', 'o'], ['-32664#1', '-32664#2', '-11754', 's', 'o'], ['-32664#1', '--32236', '-11754', 'l', 'o']]]",15.7433333333,1.3105045678,148.105,41.9643720911,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary', 'highway.residential']",6.0,6,15.4785714286,0.88803842535,10.2078571429,3.82829536585,,-1,14,6,3,1,0
17,-12,traffic_light,7880.82,7781.51,,False,"[11, '-12', [['-30620', '--32278#6', '-12', 's', 'o'], ['-30620', '--32278#6', '-12', 's', 'o'], ['-30620', '--32278#6', '-12', 's', 'o'], ['-30620', '--31070#9', '-12', 'l', 'o'], ['-31070#9', '--30620', '-12', 'r', 'o'], ['-31070#9', '--32278#6', '-12', 'l', 'o'], ['-31070#9', '--32278#6', '-12', 'l', 'o'], ['-32278#6', '--31070#9', '-12', 'r', 'o'], ['-32278#6', '--30620', '-12', 's', 'o'], ['-32278#6', '--30620', '-12', 's', 'o'], ['-32278#6', '--30620', '-12', 's', 'o']]]",13.89,0.0,856.296666667,183.111547849,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.primary.bridge', 'highway.tertiary', 'highway.tertiary']",8.33333333333,9,13.89,1.7763568394e-15,16.1254545455,5.18384266673,,-1,11,2,30,4,0
18,-12064,traffic_light,7349.52,8872.17,,False,"[12, '-12064', [['--30648#13', '-32552#0', '-12064', 'r', 'o'], ['--30648#13', '--30648#12', '-12064', 's', 'o'], ['--30648#13', '--30648#12', '-12064', 's', 'o'], ['--30648#13', '--30648#12', '-12064', 's', 'o'], ['--32552#0', '--30648#12', '-12064', 'r', 'o'], ['--32552#0', '-30648#13', '-12064', 'l', 'o'], ['--32552#0', '-30648#13', '-12064', 'l', 'o'], ['-30648#12', '-30648#13', '-12064', 's', 'o'], ['-30648#12', '-30648#13', '-12064', 's', 'o'], ['-30648#12', '-30648#13', '-12064', 's', 'o'], ['-30648#12', '-32552#0', '-12064', 'l', 'o'], ['-30648#12', '-32552#0', '-12064', 'l', 'o']]]",13.89,0.0,81.0,45.512227661,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,9,13.89,0.0,20.7341666667,5.59742717436,,-1,12,5,4,13,0
19,-12084,traffic_light,6230.08,5108.31,,False,"[11, '-12084', [['--30348#0', '--30892#23', '-12084', 'r', 'o'], ['--30348#0', '-30892#24', '-12084', 'l', 'o'], ['--30348#0', '-30892#24', '-12084', 'l', 'o'], ['--30892#24', '-30348#0', '-12084', 'r', 'o'], ['--30892#24', '--30892#23', '-12084', 's', 'o'], ['--30892#24', '--30892#23', '-12084', 's', 'o'], ['--30892#24', '--30892#23', '-12084', 's', 'o'], ['-30892#23', '-30892#24', '-12084', 's', 'o'], ['-30892#23', '-30892#24', '-12084', 's', 'o'], ['-30892#23', '-30892#24', '-12084', 's', 'o'], ['-30892#23', '-30348#0', '-12084', 'l', 'o']]]",13.89,0.0,99.72125,47.8489065804,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.tertiary', 'highway.tertiary', 'highway.primary', 'highway.primary', 'highway.primary']",8.25,8,13.89,1.7763568394e-15,15.6345454545,5.04917160377,,-1,11,2,18,5,0
20,-12112,traffic_light,6531.47,6125.12,,False,"[8, '-12112', [['--30892#13', '-31920', '-12112', 'r', 'o'], ['--30892#13', '--30892#12', '-12112', 's', 'o'], ['--30892#13', '--30892#12', '-12112', 's', 'o'], ['--30892#13', '--30892#12', '-12112', 's', 'o'], ['-30892#12', '-30892#13', '-12112', 's', 'o'], ['-30892#12', '-30892#13', '-12112', 's', 'o'], ['-30892#12', '-30892#13', '-12112', 's', 'o'], ['-30892#12', '-31920', '-12112', 'l', 'o']]]",13.89,0.0,67.45,43.39,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,6,13.89,0.0,6.47375,2.95481360453,,-1,8,5,5,2,0
21,-12408,traffic_light,6365.72,5735.35,,False,"[16, '-12408', [['--30892#17', '--31272#6', '-12408', 'r', 'o'], ['--30892#17', '--30892#16', '-12408', 's', 'o'], ['--30892#17', '-31272#7', '-12408', 'l', 'o'], ['--31272#7', '-30892#17', '-12408', 'r', 'o'], ['--31272#7', '--31272#6', '-12408', 's', 'o'], ['--31272#7', '--31272#6', '-12408', 's', 'o'], ['--31272#7', '--31272#6', '-12408', 's', 'o'], ['--31272#7', '--30892#16', '-12408', 'l', 'o'], ['-30892#16', '-31272#7', '-12408', 'r', 'o'], ['-30892#16', '-30892#17', '-12408', 's', 'o'], ['-30892#16', '--31272#6', '-12408', 'l', 'o'], ['-31272#6', '--30892#16', '-12408', 'r', 'o'], ['-31272#6', '-31272#7', '-12408', 's', 'o'], ['-31272#6', '-31272#7', '-12408', 's', 'o'], ['-31272#6', '-31272#7', '-12408', 's', 'o'], ['-31272#6', '-30892#17', '-12408', 'l', 'o']]]",13.89,0.0,180.7175,73.1342585164,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary', 'highway.primary']",9.0,12,13.89,0.0,29.6825,12.1779716599,,-1,16,5,11,0,0
22,-12582,traffic_light,6204.52,4954.72,,False,"[11, '-12582', [['--30346#0', '--30892#24', '-12582', 'r', 'o'], ['--30346#0', '-30892#25', '-12582', 'l', 'o'], ['--30346#0', '-30892#25', '-12582', 'l', 'o'], ['--30892#25', '-30346#0', '-12582', 'r', 'o'], ['--30892#25', '--30892#24', '-12582', 's', 'o'], ['--30892#25', '--30892#24', '-12582', 's', 'o'], ['--30892#25', '--30892#24', '-12582', 's', 'o'], ['-30892#24', '-30892#25', '-12582', 's', 'o'], ['-30892#24', '-30892#25', '-12582', 's', 'o'], ['-30892#24', '-30892#25', '-12582', 's', 'o'], ['-30892#24', '-30346#0', '-12582', 'l', 'o']]]",13.89,0.0,218.494285714,97.2533197167,"['highway.primary', 'highway.primary', 'highway.primary', 'highway.residential', 'highway.primary', 'highway.primary', 'highway.primary']",8.28571428571,7,13.89,1.7763568394e-15,10.4781818182,3.73939668975,,-1,11,0,36,0,0
23,-12678,traffic_light,6326.88,7881.35,,False,"[6, '-12678', [['--30646#5', '--30646#4', '-12678', 's', 'o'], ['--30646#5', '--30646#4', '-12678', 's', 'o'], ['--30646#5', '-30912#0', '-12678', 'l', 'o'], ['-30646#4', '-30912#0', '-12678', 'r', 'o'], ['-30646#4', '-30646#5', '-12678', 's', 'o'], ['-30646#4', '-30646#5', '-12678', 's', 'o']]]",16.67,0.0,86.16,16.25,"['highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",7.0,4,16.2066666667,0.6552522839,6.78333333333,1.82330895779,,-1,6,1,15,2,0
24,-12800,traffic_light,10729.6,8939.59,,False,"[8, '-12800', [['--30472#0', '--32108#1', '-12800', 'r', 'o'], ['--30472#0', '--32108#1', '-12800', 'r', 'o'], ['--30472#0', '-32712#0', '-12800', 'l', 'o'], ['--32712#0', '-30472#0', '-12800', 'r', 'o'], ['--32712#0', '-30472#0', '-12800', 'r', 'o'], ['--32712#0', '--32108#1', '-12800', 's', 'o'], ['-32108#1', '-32712#0', '-12800', 's', 'o'], ['-32108#1', '-30472#0', '-12800', 'l', 'o']]]",14.8166666667,1.3105045678,125.203333333,38.4089957634,"['highway.tertiary', 'highway.tertiary', 'highway.secondary', 'highway.secondary', 'highway.tertiary', 'highway.tertiary']",6.33333333333,6,14.9325,0.60188765563,10.96625,3.62526184399,,-1,8,8,3,0,0
25,-13232,traffic_light,1361.76,7634.1,,False,"[8, '-13232', [['--30358#6', '--31574#1', '-13232', 'r', 'o'], ['--30358#6', '--30358#5', '-13232', 's', 'o'], ['--30358#6', '--30358#5', '-13232', 's', 'o'], ['-30358#5', '-30358#6', '-13232', 's', 'o'], ['-30358#5', '-30358#6', '-13232', 's', 'o'], ['-30358#5', '--31574#1', '-13232', 'l', 'o'], ['-31574#1', '--30358#5', '-13232', 'r', 'o'], ['-31574#1', '-30358#6', '-13232', 'l', 'o']]]",16.114,1.112,81.202,17.9713743492,"['highway.secondary', 'highway.secondary', 'highway.residential', 'highway.secondary', 'highway.secondary']",6.4,5,15.975,0.695,8.74375,2.2208834813,,-1,8,6,33,5,0
26,-1332,traffic_light,6889.99,5922.77,,False,"[9, '-1332', [['--31634', '--30768#1', '-1332', 'r', 'o'], ['--31634', '--30462', '-1332', 's', 'o'], ['-30462', '-31634', '-1332', 's', 'o'], ['-30462', '--30768#1', '-1332', 'l', 'o'], ['-30768#1', '--30462', '-1332', 'r', 'o'], ['-30768#1', '-31634', '-1332', 'l', 'o'], ['-31336#6', '-31634', '-1332', 'r', 'o'], ['-31336#6', '--30768#1', '-1332', 's', 'o'], ['-31336#6', '--30462', '-1332', 'l', 'o']]]",15.7433333333,1.3105045678,87.5433333333,65.8241398644,"['highway.residential', 'highway.residential', 'highway.secondary', 'highway.secondary', 'highway.secondary', 'highway.secondary']",6.0,6,15.1255555556,0.787515235988,9.53444444444,3.14476676793,,-1,9,6,3,0,0
